;;;;;;1213;RAPPORT DATA;;
Code;Conducteur;Famille;Type;Marque;Telephone;Immat;Heure de départ;Heure d'arrêt;Durée;Chantier;CAA;KM;Carburant Depart;Carburant Arrêt;Consomation Carburant
PK36WW;;;;;;;22/12/2025 18:03;18:12;0:09:47;Hors Chantier;Course;1,70 ;;;
C098;;;;;;;22/12/2025 18:03;18:07;0:04:15;Hors Chantier;Course;0,1 ;;;
C071;;;;;;;22/12/2025 18:03;18:06;0:03:02;Hors Chantier;Course;0,1 ;;;
C122;;;;;;;22/12/2025 18:03;18:06;0:03:00;Hors Chantier;Course;0,1 ;;;
PL39;;;;;;;22/12/2025 18:03;18:15;0:12:36;Hors Chantier;Course;0,2 ;;;
PL40;;;;;;;22/12/2025 18:03;18:05;0:02:08;Hors Chantier;Arrêt;0,0 ;;;
C060;;;;;;;22/12/2025 18:04;18:06;0:02:00;Hors Chantier;Attente;0,0 ;;;
V007;;;;;;;22/12/2025 18:04;18:06;0:02:14;Hors Chantier;Course;0,7 ;;;
C054;;;;;;;22/12/2025 18:04;23:59;5:55:00;Hors Chantier;Arrêt;0,0 ;;;
V041;;;;;;;22/12/2025 18:04;18:14;0:09:32;Hors Chantier;Attente;0,0 ;;;
C107;;;;;;;22/12/2025 18:05;18:20;0:15:22;Hors Chantier;Course;6,37 ;;;
C101;;;;;;;22/12/2025 18:05;18:11;0:06:15;Hors Chantier;Course;2,06 ;;;
C121;;;;;;;22/12/2025 18:05;18:21;0:15:46;Hors Chantier;Arrêt;0,0 ;;;
C121;;;;;;;22/12/2025 18:05;18:21;0:15:46;Hors Chantier;Arrêt;0,0 ;;;
C121;;;;;;;22/12/2025 18:05;18:21;0:15:46;Hors Chantier;Arrêt;0,0 ;;;
V040;;;;;;;22/12/2025 18:05;18:09;0:04:03;Hors Chantier;Arrêt;0,0 ;;;
V040;;;;;;;22/12/2025 18:05;18:09;0:04:03;Hors Chantier;Arrêt;0,0 ;;;
V040;;;;;;;22/12/2025 18:05;18:09;0:04:03;Hors Chantier;Arrêt;0,0 ;;;
C113;;;;;;;22/12/2025 18:05;18:08;0:02:53;Hors Chantier;Course;0,2 ;;;
C104;;;;;;;22/12/2025 18:05;18:08;0:03:00;Hors Chantier;Attente;0,0 ;;;
C055;;;;;;;22/12/2025 18:05;18:39;0:34:21;Hors Chantier;Course;20,91 ;;;
V074WW;;;;;;;22/12/2025 18:05;18:14;0:08:51;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 18:05;18:05;0:00:01;Hors Chantier;Attente;0,0 ;;;
V071;;;;;;;22/12/2025 18:06;18:06;0:00:32;Hors Chantier;Attente;0,0 ;;;
C122;;;;;;;22/12/2025 18:06;18:09;0:03:00;Hors Chantier;Attente;0,0 ;;;
C071;;;;;;;22/12/2025 18:06;18:51;0:45:43;Hors Chantier;Attente;0,0 ;;;
C024;;;;;;;22/12/2025 18:06;18:09;0:03:00;Hors Chantier;Course;0,0 ;;;
PL54;;;;;;;22/12/2025 18:06;18:36;0:30:24;Hors Chantier;Course;1,73 ;;;
PL40;;;;;;;22/12/2025 18:06;18:06;0:00:17;Hors Chantier;Attente;0,0 ;;;
NV07;;;;;;;22/12/2025 18:06;18:19;0:12:30;Hors Chantier;Course;0,1 ;;;
PK35;;;;;;;22/12/2025 18:06;18:16;0:09:51;Hors Chantier;Course;3,24 ;;;
PL68;;;;;;;22/12/2025 18:06;18:35;0:29:00;Hors Chantier;Course;1,58 ;;;
CH15;;;;;;;22/12/2025 18:06;18:23;0:17:00;Hors Chantier;Arrêt;0,0 ;;;
V071;;;;;;;22/12/2025 18:07;18:11;0:04:43;Hors Chantier;Arrêt;0,0 ;;;
C123;;;;;;;22/12/2025 18:07;18:08;0:01:49;Hors Chantier;Course;0,1 ;;;
V072;;;;;;;22/12/2025 18:07;18:43;0:36:05;Hors Chantier;Course;30,44 ;;;
C098;;;;;;;22/12/2025 18:07;18:12;0:05:00;Hors Chantier;Attente;0,0 ;;;
C126;;;;;;;22/12/2025 18:07;18:34;0:26:51;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 18:07;18:07;0:00:22;Hors Chantier;Attente;0,0 ;;;
C060;;;;;;;22/12/2025 18:07;18:12;0:05:00;Hors Chantier;Arrêt;0,0 ;;;
C103;;;;;;;22/12/2025 18:07;18:12;0:04:20;Hors Chantier;Course;1,03 ;;;
V007;;;;;;;22/12/2025 18:07;18:11;0:04:00;Hors Chantier;Arrêt;0,0 ;;;
C127;;;;;;;22/12/2025 18:08;23:53;5:44:59;Hors Chantier;Arrêt;0,0 ;;;
C097;;;;;;;22/12/2025 18:08;18:10;0:02:30;Hors Chantier;Course;0,1 ;;;
PL40;;;;;;;22/12/2025 18:08;18:08;0:00:06;Hors Chantier;Arrêt;0,0 ;;;
C113;;;;;;;22/12/2025 18:08;23:59;5:50:38;Hors Chantier;Arrêt;0,0 ;;;
C113;;;;;;;22/12/2025 18:08;23:59;5:50:38;Hors Chantier;Arrêt;0,0 ;;;
C113;;;;;;;22/12/2025 18:08;23:59;5:50:38;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 18:08;18:08;0:00:01;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 18:08;18:08;0:00:15;Hors Chantier;Arrêt;0,0 ;;;
C104;;;;;;;22/12/2025 18:08;18:16;0:08:10;Hors Chantier;Course;3,56 ;;;
C123;;;;;;;22/12/2025 18:08;18:15;0:06:40;Hors Chantier;Attente;0,0 ;;;
C122;;;;;;;22/12/2025 18:09;18:17;0:07:54;Hors Chantier;Course;3,32 ;;;
PK34;;;;;;;22/12/2025 18:09;18:16;0:06:43;Hors Chantier;Arrêt;0,0 ;;;
PK34;;;;;;;22/12/2025 18:09;18:16;0:06:43;Hors Chantier;Arrêt;0,0 ;;;
PK34;;;;;;;22/12/2025 18:09;18:16;0:06:43;Hors Chantier;Arrêt;0,0 ;;;
C096;;;;;;;22/12/2025 18:09;18:14;0:04:39;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 18:09;18:09;0:00:04;Hors Chantier;Arrêt;0,0 ;;;
C024;;;;;;;22/12/2025 18:09;18:19;0:10:00;Hors Chantier;Arrêt;0,0 ;;;
V040;;;;;;;22/12/2025 18:09;18:09;0:00:25;Hors Chantier;Course;0,1 ;;;
PL40;;;;;;;22/12/2025 18:09;18:09;0:00:10;Hors Chantier;Attente;0,0 ;;;
C084;;;;;;;22/12/2025 18:09;23:55;5:45:36;Hors Chantier;Arrêt;0,0 ;;;
C084;;;;;;;22/12/2025 18:09;23:55;5:45:36;Hors Chantier;Arrêt;0,0 ;;;
C084;;;;;;;22/12/2025 18:09;23:55;5:45:36;Hors Chantier;Arrêt;0,0 ;;;
PK26;;;;;;;22/12/2025 18:09;18:10;0:00:47;Hors Chantier;Course;0,7 ;;;
V040;;;;;;;22/12/2025 18:09;18:31;0:21:12;Hors Chantier;Arrêt;0,0 ;;;
V040;;;;;;;22/12/2025 18:09;18:31;0:21:12;Hors Chantier;Arrêt;0,0 ;;;
V040;;;;;;;22/12/2025 18:09;18:31;0:21:12;Hors Chantier;Arrêt;0,0 ;;;
C102;;;;;;;22/12/2025 18:09;18:11;0:02:00;Hors Chantier;Course;0,1 ;;;
C116;;;;;;;22/12/2025 18:10;18:27;0:17:52;Hors Chantier;Arrêt;0,0 ;;;
C116;;;;;;;22/12/2025 18:10;18:27;0:17:52;Hors Chantier;Arrêt;0,0 ;;;
C116;;;;;;;22/12/2025 18:10;18:27;0:17:52;Hors Chantier;Arrêt;0,0 ;;;
PK28;;;;;;;22/12/2025 18:10;18:14;0:04:00;Hors Chantier;Course;1,31 ;;;
PL40;;;;;;;22/12/2025 18:10;18:10;0:00:12;Hors Chantier;Arrêt;0,0 ;;;
V029;;;;;;;22/12/2025 18:10;18:15;0:04:50;Hors Chantier;Arrêt;0,0 ;;;
C105;;;;;;;22/12/2025 18:10;18:27;0:17:10;Hors Chantier;Attente;0,0 ;;;
C097;;;;;;;22/12/2025 18:10;18:12;0:01:30;Hors Chantier;Attente;0,0 ;;;
PK26;;;;;;;22/12/2025 18:10;18:11;0:01:08;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 18:10;18:10;0:00:01;Hors Chantier;Attente;0,0 ;;;
C109;;;;;;;22/12/2025 18:11;18:48;0:37:35;Hors Chantier;Arrêt;0,0 ;;;
C109;;;;;;;22/12/2025 18:11;18:48;0:37:35;Hors Chantier;Arrêt;0,0 ;;;
C109;;;;;;;22/12/2025 18:11;18:48;0:37:35;Hors Chantier;Arrêt;0,0 ;;;
C106;;;;;;;22/12/2025 18:11;18:16;0:05:00;Hors Chantier;Arrêt;0,0 ;;;
C106;;;;;;;22/12/2025 18:11;18:16;0:05:00;Hors Chantier;Arrêt;0,0 ;;;
C106;;;;;;;22/12/2025 18:11;18:16;0:05:00;Hors Chantier;Arrêt;0,0 ;;;
PK30;;;;;;;22/12/2025 18:11;18:11;0:00:01;Hors Chantier;Attente;0,0 ;;;
PK30;;;;;;;22/12/2025 18:11;19:02;0:50:48;Hors Chantier;Course;41,79 ;;;
C101;;;;;;;22/12/2025 18:11;18:13;0:02:28;Hors Chantier;Attente;0,0 ;;;
PK24;;;;;;;22/12/2025 18:11;18:14;0:02:32;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 18:11;18:11;0:00:01;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 18:11;18:11;0:00:11;Hors Chantier;Arrêt;0,0 ;;;
V071;;;;;;;22/12/2025 18:11;18:12;0:00:06;Hors Chantier;Attente;0,0 ;;;
C102;;;;;;;22/12/2025 18:11;18:14;0:02:44;Hors Chantier;Attente;0,0 ;;;
PK26;;;;;;;22/12/2025 18:12;18:14;0:02:19;Hors Chantier;Arrêt;0,0 ;;;
V071;;;;;;;22/12/2025 18:12;18:18;0:05:54;Hors Chantier;Arrêt;0,0 ;;;
C103;;;;;;;22/12/2025 18:12;18:14;0:02:00;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 18:12;18:12;0:00:01;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 18:12;18:12;0:00:14;Hors Chantier;Arrêt;0,0 ;;;
C098;;;;;;;22/12/2025 18:12;18:20;0:07:59;Hors Chantier;Course;0,2 ;;;
C097;;;;;;;22/12/2025 18:12;23:59;5:46:32;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 18:12;18:12;0:00:01;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 18:12;18:12;0:00:04;Hors Chantier;Arrêt;0,0 ;;;
PK36WW;;;;;;;22/12/2025 18:12;18:14;0:02:01;Hors Chantier;Attente;0,0 ;;;
V007;;;;;;;22/12/2025 18:12;18:13;0:00:24;Hors Chantier;Attente;0,0 ;;;
V007;;;;;;;22/12/2025 18:13;18:16;0:03:16;Hors Chantier;Course;0,6 ;;;
V059;;;;;;;22/12/2025 18:13;18:13;0:00:05;Hors Chantier;Attente;0,0 ;;;
V059;;;;;;;22/12/2025 18:13;18:19;0:06:24;Hors Chantier;Course;3,99 ;;;
PL40;;;;;;;22/12/2025 18:13;18:13;0:00:23;Hors Chantier;Attente;0,0 ;;;
C060;;;;;;;22/12/2025 18:13;18:20;0:06:51;Hors Chantier;Attente;0,0 ;;;
PL41;;;;;;;22/12/2025 18:13;18:22;0:09:00;Hors Chantier;Course;0,2 ;;;
C101;;;;;;;22/12/2025 18:13;18:17;0:03:31;Hors Chantier;Course;1,00 ;;;
C129;;;;;;;22/12/2025 18:13;18:26;0:12:48;Hors Chantier;Attente;0,0 ;;;
C096;;;;;;;22/12/2025 18:14;18:44;0:30:43;Hors Chantier;Course;5,42 ;;;
PL40;;;;;;;22/12/2025 18:14;18:14;0:00:01;Hors Chantier;Attente;0,0 ;;;
PK28;;;;;;;22/12/2025 18:14;18:29;0:15:29;Hors Chantier;Arrêt;0,0 ;;;
PK28;;;;;;;22/12/2025 18:14;18:29;0:15:29;Hors Chantier;Arrêt;0,0 ;;;
PK28;;;;;;;22/12/2025 18:14;18:29;0:15:29;Hors Chantier;Arrêt;0,0 ;;;
C103;;;;;;;22/12/2025 18:14;18:20;0:06:16;Hors Chantier;Course;1,01 ;;;
PK24;;;;;;;22/12/2025 18:14;18:20;0:06:06;Hors Chantier;Course;1,62 ;;;
V041;;;;;;;22/12/2025 18:14;18:27;0:13:33;Hors Chantier;Course;5,15 ;;;
PL66;;;;;;;22/12/2025 18:14;18:46;0:31:33;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 18:14;18:14;0:00:16;Hors Chantier;Attente;0,0 ;;;
C102;;;;;;;22/12/2025 18:14;18:30;0:15:18;Hors Chantier;Course;6,96 ;;;
PK26;;;;;;;22/12/2025 18:14;18:16;0:02:08;Hors Chantier;Attente;0,0 ;;;
PK36WW;;;;;;;22/12/2025 18:14;18:24;0:09:39;Hors Chantier;Course;2,50 ;;;
C099;;;;;;;22/12/2025 18:14;18:20;0:06:00;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 18:15;18:15;0:00:12;Hors Chantier;Arrêt;0,0 ;;;
V029;;;;;;;22/12/2025 18:15;18:16;0:00:54;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 18:15;18:15;0:00:01;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 18:15;18:15;0:00:01;Hors Chantier;Attente;0,0 ;;;
C123;;;;;;;22/12/2025 18:15;18:27;0:11:56;Hors Chantier;Course;3,43 ;;;
PL40;;;;;;;22/12/2025 18:15;18:15;0:00:16;Hors Chantier;Attente;0,0 ;;;
V050;;;;;;;22/12/2025 18:15;18:16;0:00:20;Hors Chantier;Attente;0,0 ;;;
V044;;;;;;;22/12/2025 18:15;19:53;1:38:09;Hors Chantier;Arrêt;0,0 ;;;
V050;;;;;;;22/12/2025 18:16;18:28;0:12:58;Hors Chantier;Course;8,33 ;;;
PK34;;;;;;;22/12/2025 18:16;18:32;0:16:57;Hors Chantier;Course;8,24 ;;;
V029;;;;;;;22/12/2025 18:16;18:22;0:06:53;Hors Chantier;Course;2,21 ;;;
PL40;;;;;;;22/12/2025 18:16;18:16;0:00:01;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 18:16;18:16;0:00:01;Hors Chantier;Arrêt;0,0 ;;;
C106;;;;;;;22/12/2025 18:16;18:23;0:07:17;Hors Chantier;Course;0,3 ;;;
PK23;;;;;;;22/12/2025 18:16;18:30;0:13:58;Hors Chantier;Arrêt;0,0 ;;;
PK23;;;;;;;22/12/2025 18:16;18:30;0:13:58;Hors Chantier;Arrêt;0,0 ;;;
PK23;;;;;;;22/12/2025 18:16;18:30;0:13:58;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 18:16;18:16;0:00:01;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 18:16;18:16;0:00:01;Hors Chantier;Arrêt;0,0 ;;;
CH21;;;;;;;22/12/2025 18:16;18:22;0:06:25;Hors Chantier;Course;0,1 ;;;
PK35;;;;;;;22/12/2025 18:16;18:18;0:02:17;Hors Chantier;Arrêt;0,0 ;;;
PK35;;;;;;;22/12/2025 18:16;18:18;0:02:17;Hors Chantier;Arrêt;0,0 ;;;
PK35;;;;;;;22/12/2025 18:16;18:18;0:02:17;Hors Chantier;Arrêt;0,0 ;;;
C100;;;;;;;22/12/2025 18:16;18:25;0:08:23;Hors Chantier;Attente;0,0 ;;;
C104;;;;;;;22/12/2025 18:16;18:19;0:02:19;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 18:16;18:17;0:00:11;Hors Chantier;Arrêt;0,0 ;;;
PK26;;;;;;;22/12/2025 18:16;18:39;0:22:33;Hors Chantier;Course;12,75 ;;;
V047;;;;;;;22/12/2025 18:16;18:29;0:12:27;Hors Chantier;Course;8,59 ;;;
PL39;;;;;;;22/12/2025 18:16;23:59;5:42:04;Hors Chantier;Arrêt;0,0 ;;;
C122;;;;;;;22/12/2025 18:17;18:19;0:02:23;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 18:17;18:17;0:00:07;Hors Chantier;Arrêt;0,0 ;;;
C101;;;;;;;22/12/2025 18:17;18:20;0:03:34;Hors Chantier;Attente;0,0 ;;;
V007;;;;;;;22/12/2025 18:17;23:58;5:41:00;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 18:17;18:17;0:00:17;Hors Chantier;Attente;0,0 ;;;
V071;;;;;;;22/12/2025 18:18;18:19;0:00:44;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 18:18;18:18;0:00:01;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 18:18;18:18;0:00:08;Hors Chantier;Arrêt;0,0 ;;;
PK35;;;;;;;22/12/2025 18:18;18:21;0:02:27;Hors Chantier;Course;0,2 ;;;
V074WW;;;;;;;22/12/2025 18:19;20:06;1:47:08;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 18:19;18:19;0:00:01;Hors Chantier;Arrêt;0,0 ;;;
V071;;;;;;;22/12/2025 18:19;18:20;0:01:55;Hors Chantier;Course;0,2 ;;;
C104;;;;;;;22/12/2025 18:19;18:21;0:02:02;Hors Chantier;Course;0,1 ;;;
C122;;;;;;;22/12/2025 18:19;18:28;0:08:34;Hors Chantier;Course;3,57 ;;;
PL40;;;;;;;22/12/2025 18:19;18:19;0:00:01;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 18:19;18:19;0:00:06;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 18:19;18:19;0:00:01;Hors Chantier;Attente;0,0 ;;;
V058;;;;;;;22/12/2025 18:19;18:55;0:35:54;Hors Chantier;Course;29,95 ;;;
CH20;;;;;;;22/12/2025 18:20;18:23;0:03:02;Hors Chantier;Arrêt;0,0 ;;;
CH20;;;;;;;22/12/2025 18:20;18:23;0:03:02;Hors Chantier;Arrêt;0,0 ;;;
CH20;;;;;;;22/12/2025 18:20;18:23;0:03:02;Hors Chantier;Arrêt;0,0 ;;;
V059;;;;;;;22/12/2025 18:20;19:21;1:00:57;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 18:20;18:20;0:00:11;Hors Chantier;Arrêt;0,0 ;;;
PK24;;;;;;;22/12/2025 18:20;18:22;0:02:23;Hors Chantier;Attente;0,0 ;;;
C098;;;;;;;22/12/2025 18:20;18:21;0:01:00;Hors Chantier;Attente;0,0 ;;;
C024;;;;;;;22/12/2025 18:20;18:26;0:06:01;Hors Chantier;Course;1,93 ;;;
C103;;;;;;;22/12/2025 18:20;18:21;0:01:30;Hors Chantier;Attente;0,0 ;;;
C107;;;;;;;22/12/2025 18:20;18:21;0:00:43;Hors Chantier;Course;0,0 ;;;
PL40;;;;;;;22/12/2025 18:20;18:20;0:00:01;Hors Chantier;Attente;0,0 ;;;
C099;;;;;;;22/12/2025 18:20;18:22;0:02:00;Hors Chantier;Course;0,0 ;;;
PL40;;;;;;;22/12/2025 18:20;18:20;0:00:01;Hors Chantier;Arrêt;0,0 ;;;
V006;;;;;;;22/12/2025 18:20;18:21;0:00:38;Hors Chantier;Attente;0,0 ;;;
V071;;;;;;;22/12/2025 18:20;18:24;0:03:34;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 18:20;18:20;0:00:02;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 18:21;18:21;0:00:02;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 18:21;18:21;0:00:01;Hors Chantier;Attente;0,0 ;;;
C121;;;;;;;22/12/2025 18:21;18:27;0:06:15;Hors Chantier;Course;0,2 ;;;
PK35;;;;;;;22/12/2025 18:21;18:36;0:15:41;Hors Chantier;Arrêt;0,0 ;;;
PK35;;;;;;;22/12/2025 18:21;18:36;0:15:41;Hors Chantier;Arrêt;0,0 ;;;
PK35;;;;;;;22/12/2025 18:21;18:36;0:15:41;Hors Chantier;Arrêt;0,0 ;;;
C101;;;;;;;22/12/2025 18:21;23:59;5:38:28;Hors Chantier;Arrêt;0,0 ;;;
C107;;;;;;;22/12/2025 18:21;23:59;5:38:27;Hors Chantier;Arrêt;0,0 ;;;
C060;;;;;;;22/12/2025 18:21;18:28;0:07:00;Hors Chantier;Arrêt;0,0 ;;;
V006;;;;;;;22/12/2025 18:21;18:27;0:05:51;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 18:21;18:21;0:00:02;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 18:21;18:22;0:00:05;Hors Chantier;Arrêt;0,0 ;;;
C104;;;;;;;22/12/2025 18:22;23:59;5:37:00;Hors Chantier;Arrêt;0,0 ;;;
C103;;;;;;;22/12/2025 18:22;23:59;5:37:35;Hors Chantier;Arrêt;0,0 ;;;
C098;;;;;;;22/12/2025 18:22;23:59;5:37:00;Hors Chantier;Arrêt;0,0 ;;;
C111;;;;;;;22/12/2025 18:22;23:58;5:35:36;Hors Chantier;Arrêt;0,0 ;;;
C111;;;;;;;22/12/2025 18:22;23:58;5:35:36;Hors Chantier;Arrêt;0,0 ;;;
C111;;;;;;;22/12/2025 18:22;23:58;5:35:36;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 18:22;18:22;0:00:01;Hors Chantier;Arrêt;0,0 ;;;
PK24;;;;;;;22/12/2025 18:22;18:51;0:28:22;Hors Chantier;Course;16,84 ;;;
PL41;;;;;;;22/12/2025 18:22;18:50;0:28:00;Hors Chantier;Arrêt;0,0 ;;;
V042 NV;;;;;;;22/12/2025 18:22;18:38;0:15:22;Hors Chantier;Course;4,03 ;;;
C099;;;;;;;22/12/2025 18:22;18:29;0:06:11;Hors Chantier;Attente;0,0 ;;;
CH21;;;;;;;22/12/2025 18:22;18:23;0:00:30;Hors Chantier;Attente;0,0 ;;;
V029;;;;;;;22/12/2025 18:23;18:24;0:01:00;Hors Chantier;Course;0,0 ;;;
PL65;;;;;;;22/12/2025 18:23;18:54;0:31:29;Hors Chantier;Arrêt;0,0 ;;;
C106;;;;;;;22/12/2025 18:23;23:59;5:35:57;Hors Chantier;Arrêt;0,0 ;;;
C106;;;;;;;22/12/2025 18:23;23:59;5:35:57;Hors Chantier;Arrêt;0,0 ;;;
C106;;;;;;;22/12/2025 18:23;23:59;5:35:57;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 18:23;18:23;0:00:01;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 18:23;18:23;0:00:15;Hors Chantier;Arrêt;0,0 ;;;
CH21;;;;;;;22/12/2025 18:23;19:01;0:38:12;Hors Chantier;Arrêt;0,0 ;;;
PL67;;;;;;;22/12/2025 18:23;18:46;0:22:31;Hors Chantier;Arrêt;0,0 ;;;
V029;;;;;;;22/12/2025 18:24;18:52;0:28:39;Hors Chantier;Course;16,40 ;;;
C076;;;;;;;22/12/2025 18:24;18:27;0:02:56;Hors Chantier;Attente;0,0 ;;;
V071;;;;;;;22/12/2025 18:24;20:06;1:41:57;Hors Chantier;Course;103,10 ;;;
PL40;;;;;;;22/12/2025 18:24;18:24;0:00:01;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 18:24;18:24;0:00:15;Hors Chantier;Course;0,0 ;;;
PL29;;;;;;;22/12/2025 18:24;18:24;0:00:07;Hors Chantier;Arrêt;0,0 ;;;
PK36WW;;;;;;;22/12/2025 18:24;18:41;0:16:22;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 18:24;18:24;0:00:01;Hors Chantier;Attente;0,0 ;;;
CH15;;;;;;;22/12/2025 18:24;18:25;0:00:05;Hors Chantier;Attente;0,0 ;;;
CH15;;;;;;;22/12/2025 18:25;18:41;0:15:58;Hors Chantier;Course;5,21 ;;;
C100;;;;;;;22/12/2025 18:25;18:26;0:01:39;Hors Chantier;Course;0,1 ;;;
V051;;;;;;;22/12/2025 18:25;18:29;0:04:01;Hors Chantier;Course;1,65 ;;;
PL40;;;;;;;22/12/2025 18:25;18:25;0:00:01;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 18:25;18:25;0:00:01;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 18:25;18:25;0:00:14;Hors Chantier;Arrêt;0,0 ;;;
PL69;;;;;;;22/12/2025 18:25;18:48;0:22:40;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 18:25;18:26;0:00:05;Hors Chantier;Attente;0,0 ;;;
PK22;;;;;;;22/12/2025 18:26;19:42;1:16:07;Hors Chantier;Course;65,88 ;;;
PL40;;;;;;;22/12/2025 18:26;21:29;3:02:26;Hors Chantier;Arrêt;0,0 ;;;
C129;;;;;;;22/12/2025 18:26;18:29;0:02:39;Hors Chantier;Course;0,8 ;;;
C078;;;;;;;22/12/2025 18:27;18:39;0:12:00;Hors Chantier;Attente;0,0 ;;;
C024;;;;;;;22/12/2025 18:27;18:28;0:01:00;Hors Chantier;Course;0,0 ;;;
C121;;;;;;;22/12/2025 18:27;18:44;0:17:23;Hors Chantier;Arrêt;0,0 ;;;
C121;;;;;;;22/12/2025 18:27;18:44;0:17:23;Hors Chantier;Arrêt;0,0 ;;;
C121;;;;;;;22/12/2025 18:27;18:44;0:17:23;Hors Chantier;Arrêt;0,0 ;;;
C105;;;;;;;22/12/2025 18:27;18:32;0:04:28;Hors Chantier;Course;1,22 ;;;
V006;;;;;;;22/12/2025 18:27;18:27;0:00:09;Hors Chantier;Attente;0,0 ;;;
C100;;;;;;;22/12/2025 18:27;18:28;0:01:00;Hors Chantier;Course;0,0 ;;;
C076;;;;;;;22/12/2025 18:27;19:00;0:32:36;Hors Chantier;Arrêt;0,0 ;;;
C123;;;;;;;22/12/2025 18:27;23:59;5:31:31;Hors Chantier;Arrêt;0,0 ;;;
V006;;;;;;;22/12/2025 18:27;18:53;0:25:51;Hors Chantier;Course;18,25 ;;;
C116;;;;;;;22/12/2025 18:27;18:28;0:00:49;Hors Chantier;Course;0,1 ;;;
C122;;;;;;;22/12/2025 18:28;18:29;0:01:00;Hors Chantier;Attente;0,0 ;;;
C024;;;;;;;22/12/2025 18:28;20:21;1:53:00;Hors Chantier;Arrêt;0,0 ;;;
V041;;;;;;;22/12/2025 18:28;18:32;0:04:00;Hors Chantier;Arrêt;0,0 ;;;
C100;;;;;;;22/12/2025 18:28;23:59;5:31:00;Hors Chantier;Arrêt;0,0 ;;;
C116;;;;;;;22/12/2025 18:28;23:59;5:30:37;Hors Chantier;Arrêt;0,0 ;;;
C116;;;;;;;22/12/2025 18:28;23:59;5:30:37;Hors Chantier;Arrêt;0,0 ;;;
C116;;;;;;;22/12/2025 18:28;23:59;5:30:37;Hors Chantier;Arrêt;0,0 ;;;
V050;;;;;;;22/12/2025 18:28;19:09;0:40:26;Hors Chantier;Attente;0,0 ;;;
C099;;;;;;;22/12/2025 18:29;18:45;0:16:58;Hors Chantier;Course;5,58 ;;;
C122;;;;;;;22/12/2025 18:29;20:08;1:39:03;Hors Chantier;Arrêt;0,0 ;;;
PK28;;;;;;;22/12/2025 18:29;18:50;0:20:24;Hors Chantier;Course;11,27 ;;;
V025;;;;;;;22/12/2025 18:30;23:50;5:20:00;Hors Chantier;Arrêt;0,0 ;;;
